pathway_id,pathway_name,pathway_size,overlap,common_genes_in_pathway,p_value
R-HSA-5656169,pathway_1833,31,3,"POLI,POLH,POLK",0.18195155710883587
R-HSA-9678108,pathway_4206,31,3,"PARP4,PARP14,ACE2",0.18195155710883587
R-HSA-202427,pathway_3897,31,3,"HLA-DRB1,HLA-DRB5,CD4",0.18195155710883587
R-HSA-5654687,pathway_3057,31,3,"SOS1,PIK3CA,FGF3",0.18195155710883587
lis1pathway,pathway_3527,31,3,"PLA2G7,RELN,VLDLR",0.18195155710883587
wntpathway,pathway_3979,31,3,"CCND1,TAB1,PROC",0.18195155710883587
ar_nongenomic_pathway,pathway_3493,31,3,"AR,PIK3CA,AKT1",0.18195155710883587
aurora_a_pathway,pathway_4208,31,3,"AKT1,TP53,FZR1",0.18195155710883587
R-HSA-450282,pathway_4317,31,3,"MAPKAPK2,DUSP7,DUSP4",0.18195155710883587
R-HSA-73893,pathway_1835,47,4,"POLI,RCHY1,POLH,POLK",0.1843822385577656
R-HSA-2022090,pathway_3798,47,4,"MMP3,MMP20,MMP1,COL7A1",0.1843822385577656
R-HSA-936837,pathway_3345,47,4,"ATP2B3,ATP2B4,ATP2B2,ATP2B1",0.1843822385577656
path:hsa04750,pathway_10,98,7,"IGF1,PIK3CD,GNAS,PIK3CB,PIK3CA,TRPV4,NGF",0.18621464968566787
R-HSA-69306,pathway_3667,81,6,"CDC7,CDC45,FZR1,LIG1,CDC6,CDC26",0.18856202453902396
R-HSA-9033241,pathway_4659,64,5,"AGPS,CAT,CRAT,IDE,BAAT",0.18868831016552323
,pathway_2207,134,9,"BRAF,PIK3CD,BLNK,PIK3CB,TAB2,PIK3CA,SOS1,TAB1,TAB3",0.18950955145288198
R-HSA-9711123,pathway_2202,99,7,"NFE2L2,NCF1,NCF2,STAT3,CAT,NCF4,NLRP3",0.1927917957160187
integrin5_pathway,pathway_3437,17,2,"PLAU,TGFBR1",0.1929306110409155
R-HSA-70221,pathway_2533,17,2,"GAA,PYGM",0.1929306110409155
R-HSA-69205,pathway_1037,17,2,"CDC6,CDC45",0.1929306110409155
WP3874,pathway_1307,17,2,"TGFBR1,TGFB1",0.1929306110409155
R-HSA-175474,pathway_3060,17,2,"TSG101,PPIA",0.1929306110409155
R-HSA-2173791,pathway_2967,17,2,"TGFBR1,TGFB1",0.1929306110409155
R-HSA-164378,pathway_4296,17,2,"PRKAR1A,GNAS",0.1929306110409155
WP2289,pathway_1130,17,2,"BAAT,NR1I3",0.1929306110409155
sppapathway,pathway_3963,17,2,"F2R,F2",0.1929306110409155
